Mã,year,opex,dd,td,ta,eq,gl,n3,n4,n5,ie,CI,CASA,lnTA,eq_ratio,loan_ratio,dep_depth,NPL_ratio,cost_dep,SOE,branch_count,branch_den,Land_stock,Land_delta,staff,phys,StaffRatio,PhysCost,fee_income,SW_stock,SW_delta
MBB,2018,8733802000000.0,76888783000000.0,239964318000000.0,362325062000000.0,34172858000000.0,214685958000000.0,1099661000000.0,797692000000.0,962335000000.0,10240868000000.0,0.0241048796122195,0.3204175672484773,33.5235628861542,0.0943154685777711,0.5925230697952658,0.6622901454164383,1.3320330899331572,0.042676628281043,0,296.0,81.69459721226792,1075116.0,94352.0,4968364000000.0,1128422000000.0,0.5688661135207782,0.6980678059795722,2561310000000.0,743180.0,121295.0
MBB,2019,9723706000000.0,92352406000000.0,272709512000000.0,411487575000000.0,39885814000000.0,250330623000000.0,1380392000000.0,899344000000.0,617902000000.0,13196607000000.0,0.0236306187373944,0.3386475422976812,33.65079994117912,0.0969307858202036,0.6083552413459872,0.6627405748521082,1.1575243832633293,0.0483907103320987,0,296.0,71.93412826620585,1102024.0,26908.0,6064062000000.0,1254228000000.0,0.6236369137446155,0.7526235367461748,3185837000000.0,872307.0,129127.0
MBB,2020,10555457000000.0,115194453000000.0,310960354000000.0,494982162000000.0,50099495000000.0,298296983000000.0,889758000000.0,973564000000.0,1384484000000.0,12489598000000.0,0.0213249240282723,0.3704473947183633,33.83554284148428,0.1012147484215805,0.6026418846988671,0.6282253743115697,1.0887827182616865,0.0401645992466293,0,296.0,59.80013477738214,1102024.0,0.0,5998888000000.0,1603540000000.0,0.5683210115867082,0.7202367457894054,3575553000000.0,1169487.0,297180.0
MBB,2021,12377188000000.0,171396096000000.0,384692155000000.0,607140419000000.0,62486023000000.0,363554778000000.0,1433433000000.0,1015111000000.0,819491000000.0,12265378000000.0,0.0203860385714165,0.4455409182960853,34.03978121301893,0.102918568826168,0.5987985095750972,0.6336131526766298,0.898911305189888,0.0318836187340498,0,296.0,48.753136957597285,1102024.0,0.0,6710310000000.0,2186760000000.0,0.5421514159759067,0.718828056905979,4367378000000.0,1811224.0,641737.0
MBB,2022,14815628000000.0,166971567000000.0,443605638000000.0,728532373000000.0,79613219000000.0,460574482000000.0,1517212000000.0,1220770000000.0,2293312000000.0,16462690000000.0,0.0203362658257603,0.3763964041412837,34.22205317846254,0.1092789036569003,0.6321949429692674,0.6089031241992592,1.0923953012229628,0.037111092803559,0,296.0,40.62962895953561,1102024.0,0.0,8154390000000.0,2568050000000.0,0.5503911140317508,0.7237249747361367,4135568000000.0,2439978.0,628754.0
MBB,2023,14912941000000.0,216092296000000.0,567532577000000.0,944953640000000.0,96711159000000.0,611048830000000.0,3210741000000.0,3704226000000.0,2889691000000.0,30459195000000.0,0.0157816641671436,0.3807575190525142,34.48215698401784,0.1023448716489414,0.6466442417217421,0.6005930375589643,1.6045621100362797,0.0536695094420985,0,306.0,32.38254101016003,1153177.0,51153.0,7996974000000.0,2843585000000.0,0.5362439239852153,0.7269229456483466,4085225000000.0,3020072.0,580094.0
MBB,2024,17007250000000.0,271579760000000.0,714154479000000.0,1128801062000000.0,117059581000000.0,776657846000000.0,3379646000000.0,4599274000000.0,4606512000000.0,27909674000000.0,0.0150666495386412,0.3802815328978704,34.659932457288825,0.1037025787277298,0.6880378413393095,0.6326663776650486,1.6204602921116953,0.0390807238779496,0,319.0,28.26007263270984,1153177.0,0.0,9381603000000.0,3156134000000.0,0.5516237486954093,0.7371995472519073,4368249000000.0,3798646.0,778574.0
MBB,2025,19681153000000.0,339352789000000.0,921368132000000.0,1615763927000000.0,142022525000000.0,1084019370000000.0,3276216000000.0,4330016000000.0,6421264000000.0,37477999000000.0,0.0121807107282944,0.3683140074134884,35.01858425956094,0.0878980664357906,0.6709020741741067,0.5702368499528954,1.2940263235333147,0.0406764654629925,0,327.0,20.23810499391103,1185389.0,32212.0,11212709000000.0,3029987000000.0,0.569718095276227,0.7236718295925041,6578681000000.0,4473644.0,674998.0
MSB,2015,1808858000000.0,11593269000000.0,62615688000000.0,104311276000000.0,13616249000000.0,28091320000000.0,92388000000.0,182632000000.0,683094000000.0,7604795000000.0,0.0173409632147535,0.1851495906265535,32.27840058330932,0.1305347755500565,0.2693028124782981,0.600277270119867,3.4107119209777257,0.1214519115401239,0,270.0,258.8406645509734,230975.0,31720.0,776687000000.0,436158000000.0,0.4293797523078096,0.6705031572406458,38644000000.0,290298.0,117208.0
MSB,2016,1897097000000.0,,57586806000000.0,92605862000000.0,13599986000000.0,35118872000000.0,81464000000.0,72948000000.0,675955000000.0,4094906000000.0,0.0204857118008361,,32.15937356011267,0.1468588025237538,0.3792294703762922,0.6218483879562613,2.364446671293998,0.0711084063248793,0,270.0,291.5582169085581,143451.0,-87524.0,813338000000.0,381631000000.0,0.4287276823483459,0.6298934635392919,93035000000.0,300234.0,9936.0
MSB,2017,2065862000000.0,,56848515000000.0,112238978000000.0,13721942000000.0,36212703000000.0,130880000000.0,35179000000.0,640331000000.0,4521262000000.0,0.0184059231187939,,32.35165144619306,0.1222564767116821,0.3226392795558063,0.5064953014807387,2.226815269768733,0.0795317520607178,0,264.0,235.21240544439027,70065.0,-73386.0,943388000000.0,400529000000.0,0.4566558656870594,0.6505357085807281,136523000000.0,348850.0,48616.0
MSB,2018,2923739000000.0,13272952000000.0,63528770000000.0,137768688000000.0,13820154000000.0,48762243000000.0,185203000000.0,38181000000.0,1242518000000.0,4609175000000.0,0.0212220864003582,0.2089282068580896,32.55659722082147,0.1003141875024606,0.3539428567396969,0.4611263337283142,3.0062234831978505,0.0725525616189326,0,272.0,197.43238028077903,52233.0,-17832.0,1198076000000.0,431664000000.0,0.4097752911597102,0.5574163767696091,271586000000.0,399067.0,50217.0
MSB,2019,2502184000000.0,15891920000000.0,80872643000000.0,156977946000000.0,14863521000000.0,63594389000000.0,151287000000.0,167823000000.0,981332000000.0,5532701000000.0,0.0159397167803431,0.1965055105222664,32.687126440072255,0.0946854088662875,0.4051167098338769,0.515184744486337,2.044900533598963,0.0684125162077366,0,278.0,177.09494045743216,52233.0,0.0,1453705000000.0,470635000000.0,0.5809744607111228,0.7690641455624366,522253000000.0,433920.0,34853.0
MSB,2020,3585922000000.0,23326844000000.0,87510188000000.0,176697625000000.0,16874819000000.0,79340579000000.0,295721000000.0,394154000000.0,867771000000.0,5197303000000.0,0.0202941154415629,0.2665614659632545,32.805461054303656,0.0955011081784489,0.4490189327672061,0.4952539005546905,1.963240021225456,0.0593908334421587,0,263.0,148.84184210172606,52233.0,0.0,2088008000000.0,491825000000.0,0.5822792576079457,0.7194336630858117,820670000000.0,398808.0,-35112.0
MSB,2021,3931913000000.0,32268015000000.0,94616419000000.0,203665423000000.0,22037785000000.0,101562609000000.0,344979000000.0,469210000000.0,954604000000.0,4122347000000.0,0.019305746366186,0.3410403325452424,32.94749968003041,0.1082058244123255,0.4986737930473353,0.4645679055693218,1.7415789308839045,0.0435690448187433,0,263.0,129.13335809584134,52233.0,0.0,2397659000000.0,526152000000.0,0.6097945198685729,0.7436102986001979,2873439000000.0,444085.0,45277.0
MSB,2022,4427964000000.0,34736911000000.0,117120779000000.0,212775858000000.0,26653998000000.0,120643542000000.0,616555000000.0,442851000000.0,1009347000000.0,4930323000000.0,0.0208104624350756,0.2965905050887682,32.99126041771206,0.1252679615560521,0.566998263496604,0.5504420478003665,1.7147648068887102,0.0420960570967513,0,263.0,123.60424837295216,52233.0,0.0,2647866000000.0,574742000000.0,0.5979872465087792,0.7277855014178074,1112464000000.0,546134.0,102049.0
MSB,2023,4812331000000.0,33317559000000.0,132350131000000.0,267005838000000.0,31298212000000.0,149145386000000.0,1032207000000.0,1441280000000.0,1807342000000.0,9762570000000.0,0.0180233175276115,0.2517380130133758,33.2182916392583,0.1172192047725937,0.5585847377614268,0.4956825363496359,2.870238976082036,0.0737632061731771,0,263.0,98.4997189462202,52233.0,0.0,2838027000000.0,639932000000.0,0.5897406059558248,0.7227181588298893,1597025000000.0,556624.0,10490.0
MSB,2024,5229935000000.0,38536725000000.0,154612451000000.0,320148089000000.0,36817557000000.0,176493451000000.0,773190000000.0,1004586000000.0,2943465000000.0,8438193000000.0,0.0163359869375949,0.2492472291251627,33.39980478279855,0.1150016453791795,0.5512869108520588,0.4829404151152062,2.675023335568412,0.0545764131247101,0,260.0,81.2124166700867,69315.0,17082.0,2901850000000.0,803478000000.0,0.5548539322190429,0.7084845222741774,1354055000000.0,574675.0,18051.0
MSB,2025,5067703000000.0,55328682000000.0,196671626000000.0,407673941000000.0,42446058000000.0,205208835000000.0,889398000000.0,1461694000000.0,3169256000000.0,10653757000000.0,0.0124307749167612,0.2813251871929914,33.641488806615065,0.1041176629928377,0.503365102259504,0.4824238348852422,2.6901122458981845,0.0541702797535217,0,260.0,63.77645805916253,69315.0,0.0,2341676000000.0,1046496000000.0,0.4620783814678958,0.6685814066057146,1752864000000.0,617831.0,43156.0
NAB,2015,588530000000.0,699594000000.0,24368265000000.0,35469965000000.0,3414621000000.0,20866403000000.0,79859000000.0,23607000000.0,87063000000.0,1618223000000.0,0.0165923479202756,0.0287092248873688,31.199707397964225,0.0962679551558621,0.5882837211708554,0.6870112502225474,0.9130898123648816,0.0664069846581199,0,58.0,163.5186276614595,374463.0,-45991.0,238208000000.0,57447000000.0,0.4047508198392605,0.5023618167298184,42929000000.0,,
NAB,2016,781533000000.0,1538534000000.0,34080117000000.0,42851605000000.0,3433072000000.0,24039291000000.0,285315000000.0,97986000000.0,322656000000.0,2062781000000.0,0.0182381266699345,0.0451446220093669,31.38876421651357,0.0801153655738215,0.5609892791646894,0.7953054967252685,2.936679788101904,0.060527403705803,0,68.0,158.68717169403573,373951.0,-512.0,323855000000.0,61910000000.0,0.4143842934335466,0.493600398191759,23931000000.0,76461.0,0.0
NAB,2017,861316000000.0,2361113000000.0,39860577000000.0,54439880000000.0,3667054000000.0,36345540000000.0,18932000000.0,464819000000.0,224063000000.0,2753338000000.0,0.0158214162117917,0.0592342905623267,31.628118089447813,0.0673597002785458,0.6676271145344185,0.7321944317290927,1.947457652300668,0.0690742133512016,0,67.0,123.07154240604498,371128.0,-2823.0,413321000000.0,223246000000.0,0.4798714989620534,0.7390632474028115,27031000000.0,,
NAB,2018,1154419000000.0,2149044000000.0,54187107000000.0,75059004000000.0,4230082000000.0,50814947000000.0,215304000000.0,56889000000.0,512529000000.0,3540092000000.0,0.015380153459004,0.0396596924799842,31.94929564016289,0.0563567563459808,0.6770000172131247,0.7219268057433855,1.544273971199852,0.0653308913502247,0,69.0,91.92767865664725,371128.0,0.0,616026000000.0,254139000000.0,0.5336242733357646,0.7537687789268888,52524000000.0,141573.0,637.0
NAB,2019,1553650000000.0,3136256000000.0,70744212000000.0,94687435000000.0,4960385000000.0,67545653000000.0,531871000000.0,537186000000.0,264705000000.0,4934698000000.0,0.016408196082194,0.0443323335059552,32.181602425163355,0.052386940252421,0.713353920718203,0.747134104963346,1.9746081957339283,0.0697540881507027,0,102.0,107.7228462255842,367968.0,-3160.0,795200000000.0,275945000000.0,0.511826988060374,0.6894377755607762,73365000000.0,141573.0,0.0
NAB,2020,1630769000000.0,4734896000000.0,98254031000000.0,134315195000000.0,6598770000000.0,89171618000000.0,138750000000.0,137123000000.0,467897000000.0,6473185000000.0,0.0121413589877154,0.0481903485466158,32.53121035527656,0.0491289909529595,0.6638982134523201,0.7315183587381904,0.834088263375461,0.0658821315941734,0,106.0,78.9188445879113,401166.0,33198.0,770741000000.0,363803000000.0,0.4726242649939998,0.6957110418459022,117408000000.0,154928.0,13355.0
NAB,2021,2239731000000.0,10483864000000.0,115319388000000.0,153237506000000.0,8024842000000.0,102653266000000.0,321506000000.0,192739000000.0,1098892000000.0,6771150000000.0,0.0146160757797767,0.0909115473280173,32.66301016050457,0.0523686544467775,0.6698964808263064,0.7525532815706358,1.571442451718974,0.0587164926681712,0,107.0,69.82624736792572,401166.0,0.0,1332870000000.0,438156000000.0,0.5951027154600262,0.7907315655317536,207650000000.0,154928.0,0.0
NAB,2022,2841928000000.0,8267779000000.0,124993335000000.0,177578734000000.0,12649780000000.0,119538340000000.0,159761000000.0,131749000000.0,1319728000000.0,7847229000000.0,0.0160037631533064,0.0661457588918641,32.810435198326104,0.0712347684605072,0.6731568432062366,0.7038755834355707,1.3478838672178317,0.0627811794924905,0,116.0,65.323137172495,401166.0,0.0,1526950000000.0,110661000000.0,0.5372936963920268,0.5762324027913445,274892000000.0,174388.0,19460.0
NAB,2023,3492455000000.0,9997386000000.0,145428945000000.0,209896239000000.0,15241792000000.0,141438441000000.0,820666000000.0,1182425000000.0,986031000000.0,12691031000000.0,0.0166389594050801,0.0687441279313413,32.97763442453839,0.0726158413919936,0.6738493346705464,0.6928611283978271,2.113373124637312,0.0872661972484225,0,139.0,66.22319707214953,561965.0,160799.0,1888273000000.0,145802000000.0,0.5406721060113874,0.5824198164328531,590031000000.0,182474.0,8086.0
NAB,2024,3985763000000.0,9760047000000.0,158334003000000.0,245128983000000.0,19288533000000.0,167737997000000.0,264304000000.0,1027409000000.0,2617266000000.0,9473887000000.0,0.0162598602222406,0.0616421413914483,33.132805649165675,0.0786872803204996,0.684284636386714,0.6459211842770954,2.330407582010176,0.0598348227196655,0,147.0,59.96842894746559,561965.0,0.0,2103964000000.0,399660000000.0,0.5278698206591812,0.6281417133933954,560966000000.0,193642.0,11168.0
NAB,2025,3817758000000.0,10546863000000.0,177810693000000.0,418333322000000.0,23430767000000.0,197607593000000.0,262454000000.0,1550418000000.0,2447265000000.0,13739756000000.0,0.0091261149882772,0.0593151222913236,33.66729965173469,0.0560098031110225,0.4723687610044126,0.4250454927900771,2.155856936124919,0.0772718207672696,0,147.0,35.139443183060614,561965.0,0.0,1887529000000.0,226375000000.0,0.4944077125894308,0.5537029848408411,588182000000.0,204937.0,11295.0
NVB,2015,655265159274.0,1570054586874.0,34030972378659.0,48230002089499.0,3217325355296.0,20431441471031.0,156676181973.0,29277860353.0,253263264103.0,1988405153595.0,0.0135862560830506,0.0461360483445541,31.507002393333064,0.0667079663261408,0.4236251417347437,0.7055975721400286,2.1497127701525627,0.058429278231319,0,89.0,184.53244068877564,913439.0,0.0,279215152743.0,129872210470.0,0.4261101766075217,0.6243081253797282,3624015891.0,33911.0,10826.0
NVB,2016,863133000000.0,2276865000000.0,41791705000000.0,69011008000000.0,3228163000000.0,25352217000000.0,150144000000.0,22298000000.0,203933000000.0,2608149000000.0,0.0125071785649037,0.0544812660789982,31.86528714403314,0.0467775083070805,0.3673648267824171,0.6055802720632627,1.4845841687139234,0.06240829370326,0,90.0,130.41397685424332,914039.0,600.0,404811000000.0,175386000000.0,0.4690018803591103,0.6721988384177178,3558000000.0,45088.0,11177.0
NVB,2017,959550000000.0,3661325000000.0,45719622000000.0,71841565000000.0,3218141000000.0,32110586000000.0,118105000000.0,90580000000.0,283626000000.0,3319980000000.0,0.0133564740690156,0.0800821362871285,31.90548432420637,0.0447949734948006,0.4469638989629471,0.636395128641755,1.5331735148028751,0.0726160859335188,0,90.0,125.27566736609928,1032340.0,118301.0,421589000000.0,203367000000.0,0.4393611588765567,0.6513011307383669,18182000000.0,49393.0,4305.0
NVB,2018,999842000000.0,4020291000000.0,47148818000000.0,72422170000000.0,3232766000000.0,35674111000000.0,124077000000.0,168193000000.0,303489000000.0,3757692000000.0,0.0138057448430501,0.0852681184923872,31.913533583915445,0.0446377953049459,0.4925855024780395,0.6510274132907092,1.6700037738852134,0.0796985409050975,0,90.0,124.2713384589277,381138.0,-651202.0,443811000000.0,248670000000.0,0.4438811332190486,0.6925904292878274,25421000000.0,57859.0,8466.0
NVB,2019,862619000000.0,4729576000000.0,59095308000000.0,80394022000000.0,4306672000000.0,37910603000000.0,128597000000.0,133338000000.0,468154000000.0,4132865000000.0,0.0107298898418093,0.0800330205572327,32.0179609361153,0.0535695552089681,0.4715599749444057,0.7350709235569779,1.9258174289657168,0.0699355860874775,0,90.0,111.94862224954986,381138.0,0.0,415720000000.0,204627000000.0,0.4819277108433735,0.7191436775679645,50745000000.0,59404.0,1545.0
NVB,2020,802677000000.0,6163218000000.0,72084752000000.0,89601240000000.0,4262820000000.0,40313272000000.0,55841000000.0,87573000000.0,465418000000.0,4525032000000.0,0.0089583246838994,0.0854996074620607,32.12639027509938,0.047575457661077,0.4499186841610674,0.8045061876375817,1.51025200832123,0.0627737749586764,0,90.0,100.4450384838424,379918.0,-1220.0,394130000000.0,191995000000.0,0.4910194262449279,0.7302127754999832,44789000000.0,69555.0,10151.0
NVB,2021,950593000000.0,5869463000000.0,64520093000000.0,73782685000000.0,4264220000000.0,41615019000000.0,603033000000.0,181534000000.0,464861000000.0,4283296000000.0,0.0128836867349026,0.0909710870999519,31.93214519941105,0.0577943185450624,0.5640214773967632,0.8744611693109298,3.0023487433707525,0.0663870090825814,0,90.0,121.97983849462784,536147.0,156229.0,508490000000.0,195971000000.0,0.5349187296771594,0.741075307728965,143632000000.0,72493.0,2938.0
NVB,2022,1027681000000.0,6243580000000.0,71350329000000.0,89847242000000.0,5764228000000.0,47722273000000.0,1027743000000.0,4248162000000.0,3280585000000.0,3831517000000.0,0.0114380917780425,0.0875059735183561,32.12913203308321,0.0641558702491947,0.531149002882025,0.7941293178481761,17.929762063093683,0.053700060724317,0,90.0,100.17001968741566,536147.0,0.0,594180000000.0,195555000000.0,0.5781755233384679,0.7684631709645309,132842000000.0,85143.0,12650.0
NVB,2023,1238721000000.0,4586717000000.0,76850214000000.0,96249499000000.0,5094672000000.0,55344259000000.0,276539000000.0,2527379000000.0,13665061000000.0,5976390000000.0,0.012869895561742,0.0596838546214067,32.19796488388809,0.052931932663878,0.5750082813418073,0.7984479378952404,29.7573394197942,0.0777667320483974,0,76.0,78.96144997076816,536147.0,0.0,652446000000.0,236877000000.0,0.5267094042968513,0.7179364844868215,33518000000.0,141253.0,56110.0
NVB,2024,3392048000000.0,9083078000000.0,96117186000000.0,118498716000000.0,6092846000000.0,71174720000000.0,280960000000.0,438642000000.0,13187712000000.0,4710884000000.0,0.0286251878037227,0.0945000408147612,32.40592324100199,0.0514169790666761,0.600637056691821,0.8111242825618465,19.539682066891164,0.0490118801438901,0,64.0,54.00902403026882,609010.0,72863.0,955516000000.0,330871000000.0,0.2816929477413055,0.3792360839233407,74968000000.0,182706.0,41453.0
NVB,2025,2043777000000.0,10956195000000.0,127403437000000.0,163614988000000.0,13592924000000.0,97544593000000.0,143208000000.0,370313000000.0,7903423000000.0,6405963000000.0,0.0124913800684323,0.0859960708909289,32.728537149592846,0.0830787213699517,0.5961837249286722,0.778678277322613,8.628816565978187,0.0502809276644553,0,64.0,39.1162208195743,416098.0,-192912.0,1089359000000.0,364404000000.0,0.5330126525545595,0.7113119484170729,188789000000.0,221645.0,38939.0
OCB,2015,796628706640.0,,29506294710206.0,49447189185160.0,4225318936966.0,27693970521649.0,,,,1770042726283.0,0.0161106974889299,,31.53192633082784,0.0854511450821575,0.5600716841142603,0.5967233971523982,,0.0599886479704534,0,106.0,214.37012244128232,,,,,,,14544507731.0,,
OCB,2016,1046526378638.0,4019461203013.0,43063985057813.0,63815087729633.0,4715677950774.0,38506723127255.0,105821757194.0,94852415726.0,474825179243.0,2379925934113.0,0.0163993565764861,0.0933369542464988,31.78701076311166,0.0738959722307839,0.6034109565185808,0.6748245060833149,1.754237435189292,0.0552648792469617,0,115.0,180.20816720839343,139854.0,-2656.0,324210745730.0,239685647198.0,0.3097970126199241,0.5388267361802022,97511130746.0,136028.0,15168.0
OCB,2017,1445956693911.0,4940300683342.0,53205792395177.0,84300169452048.0,6139453991268.0,48182976683825.0,162410019608.0,130311394024.0,571852627895.0,3211564137216.0,0.017152476718727,0.0928526850356584,32.06540499104167,0.0728284893277737,0.5715644108074143,0.631146921068074,1.794355809937407,0.0603611748390598,0,121.0,143.53470554863802,182466.0,42612.0,417756862890.0,249548422772.0,0.2889138137049306,0.4614974213764892,195619962173.0,167230.0,31202.0
OCB,2018,1869767287781.0,7734102855103.0,60362575007000.0,99964107627218.0,8797238027838.0,56316351513938.0,432493868400.0,180204614472.0,675628704639.0,4221019182442.0,0.0187043863258766,0.1281274507292988,32.235832313760284,0.0880039669902751,0.5633657204638949,0.6038424834651814,2.287660959698616,0.0699277521204571,0,128.0,128.0459587328407,145532.0,-36934.0,623416923074.0,291970117935.0,0.3334195261346442,0.4895727115299796,337762358314.0,210191.0,42961.0
OCB,2019,2449236101393.0,7918216224363.0,69142056294441.0,118159970847748.0,11507150358768.0,71090741071723.0,351415095527.0,225490821722.0,732330897382.0,5537196484058.0,0.0207281373194387,0.114520982578871,32.4030605074332,0.0973861983564234,0.601648261773229,0.5851563418505936,1.841641815648144,0.0800843478024125,0,128.0,108.32771799252652,135350.0,-10182.0,794934868878.0,368972375236.0,0.3245644094605178,0.4752123502720008,545797223084.0,282866.0,72675.0
OCB,2020,2330118602224.0,10089498416439.0,87171375610769.0,152528878791414.0,17435383126063.0,89237886166154.0,488697139883.0,322577135849.0,697195421421.0,5811686078906.0,0.0152765733327816,0.1157432511044664,32.658375063171974,0.1143087346095699,0.585055675182589,0.5715073519289251,1.6903915612079232,0.066669661206861,0,133.0,87.19660240988195,135350.0,0.0,1550209010147.0,354535082594.0,0.6652918905790421,0.8174451252923358,840561444289.0,312870.0,30004.0
OCB,2021,2402923565171.0,14903745787679.0,98804612775544.0,184491035016344.0,21805009400355.0,102050733038455.0,325973161270.0,290448984366.0,733118031691.0,5954516274613.0,0.0130246088378122,0.1508405869828777,32.84862198753124,0.1181900757314484,0.5531473820904867,0.5355523793705799,1.322420855927084,0.060265569666671,0,135.0,73.1742872969629,135350.0,0.0,1584030955013.0,374599267142.0,0.6592098799864552,0.8151030064144456,784500726282.0,346348.0,33478.0
OCB,2022,3076802357805.0,10809453049274.0,102203189310223.0,193994237850692.0,25272239382832.0,119802569762625.0,670539465956.0,625718716589.0,1365228611553.0,7120149043887.0,0.0158602770468526,0.1057643418197397,32.898849572750215,0.1302731445161934,0.6175573619605715,0.526836211438836,2.2215606888662154,0.0696666032825533,0,148.0,76.29092577167599,153109.0,17759.0,2030006109354.0,411791512218.0,0.659777871075935,0.7936153634886011,1014174306465.0,402758.0,56410.0
OCB,2023,3171425038560.0,15029688541614.0,125945932418559.0,240114274727459.0,28535703470870.0,147206466215571.0,967259763141.0,1255638819170.0,1680979063991.0,11361222432425.0,0.013207982083363,0.119334449735665,33.11213607064737,0.1188421783888499,0.6130683666460782,0.524524968628015,2.651974296146144,0.0902071405900429,0,158.0,65.80200205895191,154536.0,1427.0,1939838578351.0,496478499699.0,0.6116614943646256,0.7682089434332715,882062943945.0,426898.0,24140.0
OCB,2024,3803760652156.0,20520449982806.0,142459763487912.0,276486854526261.0,31671045433324.0,170844469638663.0,1075776805310.0,1710943603143.0,2621403037774.0,9347544341743.0,0.0137574737817949,0.1440438302043594,33.25318439336026,0.1145481056869409,0.6179117265136959,0.5152496806114195,3.1655244431764227,0.0656153296403314,0,175.0,63.29414839625886,139550.0,-14986.0,2261241024089.0,593656100410.0,0.5944751078928459,0.7505459427056281,930981459789.0,497805.0,70907.0
OCB,2025,4202555569391.0,14828557948068.0,150029644383127.0,322949479567113.0,33924677884591.0,198764945826810.0,797210239597.0,1715658267794.0,3832608212238.0,11869499472499.0,0.0130130433249936,0.0988375198050905,33.408517016908945,0.1050463927982302,0.6154676146041106,0.4645607250528141,3.1924526194664167,0.0791143611737701,0,175.0,54.18804211561913,252348.0,112798.0,2429677188704.0,631540596140.0,0.5781427868319868,0.7284181575468393,1010599873776.0,541634.0,43829.0
PCB,2015,1520347000000.0,,64720010000000.0,98605445000000.0,9744250000000.0,40169725000000.0,,,,4189055000000.0,0.0154184893136479,,32.22214759913613,0.0988206077260743,0.4073783653630892,0.6563533078726028,,0.0647258089113397,0,110.0,111.55570567122332,,,,,,,64948000000.0,,
PCB,2016,1584790000000.0,,83483264000000.0,114082903000000.0,10042077000000.0,50225797000000.0,,,,4774903000000.0,0.0138915644529136,,32.367946519325464,0.0880243817077481,0.4402570032776953,0.7317771708526737,,0.057195930911374,0,115.0,100.8038864508909,,,,,,,28181000000.0,,
PCB,2017,1622568000000.0,3811313000000.0,88689672000000.0,126537416000000.0,10131197000000.0,59148603000000.0,131101000000.0,252848000000.0,643715000000.0,5686641000000.0,0.0128228317859754,0.0429735832149655,32.47155915901837,0.080064832365472,0.4674396306622856,0.7008968161638451,1.7374273404225624,0.0641184127955733,0,115.0,90.88220989118348,,,716188000000.0,358088000000.0,0.44139167048777,0.6620838078897155,75402000000.0,,
PCB,2018,1842257000000.0,6228057000000.0,102915585000000.0,140545390000000.0,10217746000000.0,69954815000000.0,739829000000.0,306633000000.0,678046000000.0,7062946000000.0,0.0131079148167008,0.0605161696355318,32.57655161302776,0.0727006840992792,0.4977382395822445,0.7322587030424833,2.4651741270418626,0.0686285366788713,0,108.0,76.84350230199654,,,851758000000.0,385012000000.0,0.4623448302815514,0.6713341298201065,85837000000.0,168974.0,6275.0
PCB,2019,2106759000000.0,4950681000000.0,113854406000000.0,164195791000000.0,10425857000000.0,78876784000000.0,517506000000.0,626444000000.0,921921000000.0,8106851000000.0,0.0128307734757951,0.0434825596472744,32.732080679244405,0.0634964936464175,0.4803824965281844,0.6934063614334669,2.619111600696093,0.0712036651440612,0,108.0,65.7751330544155,,,938302000000.0,377929000000.0,0.445376998508135,0.6247658132705259,183999000000.0,213282.0,44308.0
PCB,2020,2341647000000.0,7414249000000.0,145248877000000.0,181393673000000.0,10499359000000.0,84647622000000.0,750092000000.0,718935000000.0,1157720000000.0,9583676000000.0,0.0129091988781769,0.0510451382009652,32.83169077428025,0.0578816164111743,0.4666514581244518,0.8007383862831864,3.10315510103757,0.0659810677916635,0,108.0,59.539011594963405,,,1110556000000.0,377279000000.0,0.4742627731677746,0.6353797135093376,232942000000.0,239963.0,26681.0
PCB,2021,2835180000000.0,10901087000000.0,149634428000000.0,191914842000000.0,10580452000000.0,88912644000000.0,869552000000.0,681550000000.0,1551120000000.0,10490474000000.0,0.0147731148380905,0.0728514630336275,32.88807285831725,0.055130973142765,0.4632921720561873,0.7796917968439356,3.489067314205615,0.0701073552404664,0,108.0,56.27495970322087,,,1334783000000.0,464460000000.0,0.4707930360682567,0.6346133226109101,287718000000.0,284861.0,44898.0
PCB,2022,3190045000000.0,9098149000000.0,164870257000000.0,233771140000000.0,10632869000000.0,107860370000000.0,658626000000.0,395843000000.0,2008624000000.0,10795562000000.0,0.0136460172115343,0.0551836890749797,33.085363718510706,0.0454840961121206,0.461393010274921,0.7052635196970849,2.8398688044552416,0.0654791361185298,0,108.0,46.199030385016734,,,1542834000000.0,455815000000.0,0.4836401994329233,0.6265268985233751,318187000000.0,297860.0,12999.0
PCB,2023,3324879000000.0,10294599000000.0,178166861000000.0,221017825000000.0,10756964000000.0,98382015000000.0,732228000000.0,576853000000.0,2433477000000.0,17085881000000.0,0.0150434880082635,0.057780661017539,33.02926447030237,0.0486701197064083,0.4451315861062337,0.806119872910703,3.80410789512697,0.0958981984870912,0,108.0,48.86483703294067,,,1887265000000.0,477468000000.0,0.5676191524563751,0.7112237768652634,316710000000.0,285269.0,-12591.0
PCB,2024,4446690000000.0,12366272000000.0,170100756000000.0,225834577000000.0,10888933000000.0,115094335000000.0,339104000000.0,674706000000.0,2584564000000.0,12881763000000.0,0.0196900317881791,0.0726996886480622,33.0508238870102,0.0482164119624604,0.5096400052149676,0.7532095317715675,3.1264562239314384,0.0757301925218956,0,108.0,47.822614869112805,,,2225011000000.0,521439000000.0,0.50037466070268,0.6176391878003639,1151766000000.0,345794.0,60525.0
